"ML Catalog Number",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID","Home Archive Catalog Number",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)","Media notes","Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL",isInternalUser,mediaDownloadUrl,report_as
253605191,Photo,"Alectoris chukar",Chukar,,"Jonny Wahl",7/30/2020,2020,7,30,1335,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S72120823,,,,,"Heard first and then seen moving up hillside across from the spring. Many juveniles in group.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1148,1722,"https://macaulaylibrary.org/asset/253605191","https://ebird.org/view/checklist/S72120823","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253605181,Photo,"Alectoris chukar",Chukar,,"Jonny Wahl",7/30/2020,2020,7,30,1335,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S72120823,,,,,"Heard first and then seen moving up hillside across from the spring. Many juveniles in group.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,979,1468,"https://macaulaylibrary.org/asset/253605181","https://ebird.org/view/checklist/S72120823","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253605171,Photo,"Alectoris chukar",Chukar,,"Jonny Wahl",7/30/2020,2020,7,30,1335,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S72120823,,,,,"Heard first and then seen moving up hillside across from the spring. Many juveniles in group.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1158,1737,"https://macaulaylibrary.org/asset/253605171","https://ebird.org/view/checklist/S72120823","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253605161,Photo,"Alectoris chukar",Chukar,,"Jonny Wahl",7/30/2020,2020,7,30,1335,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S72120823,,,,,"Heard first and then seen moving up hillside across from the spring. Many juveniles in group.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1474,2210,"https://macaulaylibrary.org/asset/253605161","https://ebird.org/view/checklist/S72120823","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253605151,Photo,"Alectoris chukar",Chukar,,"Jonny Wahl",7/30/2020,2020,7,30,1335,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S72120823,,,,,"Heard first and then seen moving up hillside across from the spring. Many juveniles in group.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,901,1352,"https://macaulaylibrary.org/asset/253605151","https://ebird.org/view/checklist/S72120823","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253605141,Photo,"Alectoris chukar",Chukar,,"Jonny Wahl",7/30/2020,2020,7,30,1335,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S72120823,,,,,"Heard first and then seen moving up hillside across from the spring. Many juveniles in group.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1251,1877,"https://macaulaylibrary.org/asset/253605141","https://ebird.org/view/checklist/S72120823","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253605131,Photo,"Alectoris chukar",Chukar,,"Jonny Wahl",7/30/2020,2020,7,30,1335,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S72120823,,,,,"Heard first and then seen moving up hillside across from the spring. Many juveniles in group.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1069,1603,"https://macaulaylibrary.org/asset/253605131","https://ebird.org/view/checklist/S72120823","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253605121,Photo,"Alectoris chukar",Chukar,,"Jonny Wahl",7/30/2020,2020,7,30,1335,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S72120823,,,,,"Heard first and then seen moving up hillside across from the spring. Many juveniles in group.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1545,2317,"https://macaulaylibrary.org/asset/253605121","https://ebird.org/view/checklist/S72120823","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253433271,Photo,"Alectoris chukar",Chukar,,"Shachar Hizkiya",8/2/2020,2020,8,2,610,Israel,IL-JM,Yerushalayim,,"Gazelle Valley עמק הצבאים",31.7588,35.1954,,Unknown,,Unspecified,,,,,,,,S72033249,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.5,2,committed,,"https://ebird.org/profile/MTE3OTcxOQ",2000,3000,"https://macaulaylibrary.org/asset/253433271","https://ebird.org/view/checklist/S72033249","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253382461,Photo,"Alectoris chukar",Chukar,,"Krista Wargo",8/3/2020,2020,8,3,1030,"United States",US-CA-071,California,"San Bernardino","Yucca Valley",34.1142,-116.4319,,,,Unspecified,,,,,,,,S72090026,,,,,"There was a male and female and about 6 little ones. The Apple fire is raging to the west, about 15 miles away.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,,1638,1556,"https://macaulaylibrary.org/asset/253382461","https://ebird.org/view/checklist/S72090026","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253382451,Photo,"Alectoris chukar",Chukar,,"Krista Wargo",8/3/2020,2020,8,3,1030,"United States",US-CA-071,California,"San Bernardino","Yucca Valley",34.1142,-116.4319,,,,Unspecified,,,,,,,,S72090026,,,,,"There was a male and female and about 6 little ones. The Apple fire is raging to the west, about 15 miles away.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,,1252,878,"https://macaulaylibrary.org/asset/253382451","https://ebird.org/view/checklist/S72090026","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253382421,Photo,"Alectoris chukar",Chukar,,"Krista Wargo",8/3/2020,2020,8,3,1030,"United States",US-CA-071,California,"San Bernardino","Yucca Valley",34.1142,-116.4319,,,,Unspecified,,,,,,,,S72090026,,,,,"There was a male and female and about 6 little ones. The Apple fire is raging to the west, about 15 miles away.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,,684,607,"https://macaulaylibrary.org/asset/253382421","https://ebird.org/view/checklist/S72090026","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253034691,Photo,"Alectoris chukar",Chukar,,"Eary Warren",7/28/2020,2020,7,28,951,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71901703,,,,,"2 groups on each side of the road.    We may have separated the groups as we drove up.    West side had exactly 12 and east side had approximately 25 with many young birds in the group.   The east group went high up on a ridge and over it before we could get an accurate count.  Overall substantially more juveniles than adults.   Flock was approximately 3.6 miles past shooting range.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NjUxODMx",2490,2898,"https://macaulaylibrary.org/asset/253034691","https://ebird.org/view/checklist/S71901703","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253033461,Photo,"Alectoris chukar",Chukar,,"Avner Rinot",6/2/2020,2020,6,2,547,Israel,IL-D,HaDarom,,"עזוז - המסתור של סיליה = Ezuz - Silia Bird Hide",30.7912,34.4732,,,,Unspecified,,,,,,,,S69997130,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/OTU2Njcz",3176,4426,"https://macaulaylibrary.org/asset/253033461","https://ebird.org/view/checklist/S69997130","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
253033401,Photo,"Alectoris chukar",Chukar,,"Avner Rinot",6/2/2020,2020,6,2,547,Israel,IL-D,HaDarom,,"עזוז - המסתור של סיליה = Ezuz - Silia Bird Hide",30.7912,34.4732,,,,Unspecified,,,,,,,,S69997130,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/OTU2Njcz",2319,3371,"https://macaulaylibrary.org/asset/253033401","https://ebird.org/view/checklist/S69997130","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252981441,Photo,"Alectoris chukar",Chukar,,"Juan Ramírez",5/29/2010,2010,5,29,900,Israel,IL-JM,Yerushalayim,,"Valley of the Cross עמק המצלבה",31.7723,35.2062,,,,Unspecified,,,,,,,,S72033564,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/Nzg2NTQz",1556,1896,"https://macaulaylibrary.org/asset/252981441","https://ebird.org/view/checklist/S72033564","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252882331,Photo,"Alectoris chukar",Chukar,,"Eric Gustafson",8/1/2020,2020,8,1,643,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Visitor Center & Loop Rd.",41.0547,-112.2408,,Unknown,,Unspecified,,,,,,,,S72012960,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/NjEyNzkz",2580,3873,"https://macaulaylibrary.org/asset/252882331","https://ebird.org/view/checklist/S72012960","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252882291,Photo,"Alectoris chukar",Chukar,,"Eric Gustafson",8/1/2020,2020,8,1,643,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Visitor Center & Loop Rd.",41.0547,-112.2408,,Unknown,,Unspecified,,,,,,,,S72012960,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NjEyNzkz",2870,4309,"https://macaulaylibrary.org/asset/252882291","https://ebird.org/view/checklist/S72012960","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252882281,Photo,"Alectoris chukar",Chukar,,"Eric Gustafson",8/1/2020,2020,8,1,643,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Visitor Center & Loop Rd.",41.0547,-112.2408,,Unknown,,Unspecified,,,,,,,,S72012960,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NjEyNzkz",2816,4228,"https://macaulaylibrary.org/asset/252882281","https://ebird.org/view/checklist/S72012960","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252882271,Photo,"Alectoris chukar",Chukar,,"Eric Gustafson",8/1/2020,2020,8,1,643,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Visitor Center & Loop Rd.",41.0547,-112.2408,,Unknown,,Unspecified,,,,,,,,S72012960,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NjEyNzkz",2025,3283,"https://macaulaylibrary.org/asset/252882271","https://ebird.org/view/checklist/S72012960","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252882191,Photo,"Alectoris chukar",Chukar,,"Eric Gustafson",8/1/2020,2020,8,1,643,"United States",US-UT-011,Utah,Davis,"Antelope Island SP--Visitor Center & Loop Rd.",41.0547,-112.2408,,Unknown,,Unspecified,,,,,,,,S72012960,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,1,committed,,"https://ebird.org/profile/NjEyNzkz",1541,2313,"https://macaulaylibrary.org/asset/252882191","https://ebird.org/view/checklist/S72012960","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252587391,Photo,"Alectoris chukar",Chukar,,"Wenjia Chen",12/9/2018,2018,12,9,912,China,CN-13,Hebei,,"北京, 十渡, 千河口村(39.606, 115.675)",39.6064,115.6747,,,,Unspecified,,,,,,,,S50565117,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MTA0Mzk3Ng",1695,3094,"https://macaulaylibrary.org/asset/252587391","https://ebird.org/view/checklist/S50565117","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252564341,Photo,"Alectoris chukar",Chukar,,"Qiang Zeng",3/17/2007,2007,3,17,900,China,CN-11,Beijing,,Shidu,39.6384,115.5911,,,,Unspecified,,,,,,,,S71968480,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/OTMyMDUz",524,633,"https://macaulaylibrary.org/asset/252564341","https://ebird.org/view/checklist/S71968480","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252560701,Photo,"Alectoris chukar",Chukar,,"Jack Wickel",7/27/2020,2020,7,27,1545,"United States",US-CA-051,California,Mono,"Crooked Creek Field Station",37.4997,-118.1719,,,,Unspecified,,,,,,,,S71970758,,,,,"Seen on the road about 0.25 mile west of the station. Seven are seen in the photo, three had already gone around the bend.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,,1164,1551,"https://macaulaylibrary.org/asset/252560701","https://ebird.org/view/checklist/S71970758","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252549241,Photo,"Alectoris chukar",Chukar,,"Jack Wickel",7/27/2020,2020,7,27,1545,"United States",US-CA-051,California,Mono,"Crooked Creek Field Station",37.4997,-118.1719,,,,Unspecified,,,,,,,,S71970758,,,,,"Seen on the road about 0.25 mile west of the station. Seven are seen in the photo, three had already gone around the bend.",,,,"Alectoris chukar",chukar,Species,1214.0,,,2.0,1,committed,,,1999,3554,"https://macaulaylibrary.org/asset/252549241","https://ebird.org/view/checklist/S71970758","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252545081,Photo,"Alectoris chukar",Chukar,,"David McQuade",7/28/2020,2020,7,28,951,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,Unknown,,Unspecified,,,,,,,,S71901702,,,,,"2 groups on each side of the road.    We may have separated the groups as we drove up.    West side had exactly 12 and east side had approximately 25 with many young birds in the group.   The east group went high up on a ridge and over it before we could get an accurate count.  Overall substantially more juveniles than adults.   Flock was approximately 3.6 miles past shooting range.",,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/NDIxODI3",2393,3589,"https://macaulaylibrary.org/asset/252545081","https://ebird.org/view/checklist/S71901702","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252545071,Photo,"Alectoris chukar",Chukar,,"David McQuade",7/28/2020,2020,7,28,951,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71901702,,,,,"2 groups on each side of the road.    We may have separated the groups as we drove up.    West side had exactly 12 and east side had approximately 25 with many young birds in the group.   The east group went high up on a ridge and over it before we could get an accurate count.  Overall substantially more juveniles than adults.   Flock was approximately 3.6 miles past shooting range.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NDIxODI3",1131,1696,"https://macaulaylibrary.org/asset/252545071","https://ebird.org/view/checklist/S71901702","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252545061,Photo,"Alectoris chukar",Chukar,,"David McQuade",7/28/2020,2020,7,28,951,"United States",US-CO-077,Colorado,Mesa,"Cameo & Coal Canyon",39.155,-108.3274,,,,Unspecified,,,,,,,,S71901702,,,,,"2 groups on each side of the road.    We may have separated the groups as we drove up.    West side had exactly 12 and east side had approximately 25 with many young birds in the group.   The east group went high up on a ridge and over it before we could get an accurate count.  Overall substantially more juveniles than adults.   Flock was approximately 3.6 miles past shooting range.",,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/NDIxODI3",1072,1608,"https://macaulaylibrary.org/asset/252545061","https://ebird.org/view/checklist/S71901702","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252478751,Photo,"Alectoris chukar",Chukar,,"Corey S.",7/30/2020,2020,7,30,622,"United States",US-NV-003,Nevada,Clark,"Red Rock Canyon NCA--Willow Springs",36.1613,-115.4985,,,,Unspecified,,,,,,,,S71960074,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,2733,4198,"https://macaulaylibrary.org/asset/252478751","https://ebird.org/view/checklist/S71960074","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252478711,Photo,"Alectoris chukar",Chukar,,"Corey S.",7/30/2020,2020,7,30,622,"United States",US-NV-003,Nevada,Clark,"Red Rock Canyon NCA--Willow Springs",36.1613,-115.4985,,,,Unspecified,,,,,,,,S71960074,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1940,3402,"https://macaulaylibrary.org/asset/252478711","https://ebird.org/view/checklist/S71960074","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252478691,Photo,"Alectoris chukar",Chukar,,"Corey S.",7/30/2020,2020,7,30,622,"United States",US-NV-003,Nevada,Clark,"Red Rock Canyon NCA--Willow Springs",36.1613,-115.4985,,,,Unspecified,,,,,,,,S71960074,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,2398,3993,"https://macaulaylibrary.org/asset/252478691","https://ebird.org/view/checklist/S71960074","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252478671,Photo,"Alectoris chukar",Chukar,,"Corey S.",7/30/2020,2020,7,30,622,"United States",US-NV-003,Nevada,Clark,"Red Rock Canyon NCA--Willow Springs",36.1613,-115.4985,,,,Unspecified,,,,,,,,S71960074,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,1896,3096,"https://macaulaylibrary.org/asset/252478671","https://ebird.org/view/checklist/S71960074","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252396671,Photo,"Alectoris chukar",Chukar,,"Shachar Hizkiya",7/24/2020,2020,7,24,630,Israel,IL-JM,Yerushalayim,,"Gazelle Valley עמק הצבאים",31.7588,35.1954,,Unknown,,Unspecified,,,,,,,,S71767576,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.0,1,committed,,"https://ebird.org/profile/MTE3OTcxOQ",2000,3000,"https://macaulaylibrary.org/asset/252396671","https://ebird.org/view/checklist/S71767576","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
252133511,Photo,"Alectoris chukar",Chukar,,"Melissa Hafting",7/27/2020,2020,7,27,1311,Canada,CA-BC-TN,"British Columbia",Thompson-Nicola,"Kamloops--Rattlesnake Bluffs",50.713,-120.4236,,,,Unspecified,,,,,,,,S71879089,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.0,3,committed,,,1438,2048,"https://macaulaylibrary.org/asset/252133511","https://ebird.org/view/checklist/S71879089","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251965961,Photo,"Alectoris chukar",Chukar,,"Vic Zerbi",7/27/2020,2020,7,27,1100,"United States",US-CO-045,Colorado,Garfield,"Mitchell Road",39.3815,-108.9523,,,,Unspecified,,,,,,,,S71883953,,,,,"Photos coming. This is a area with cliffs where Chukar is regular.",,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/NDQyMTM4",3456,4608,"https://macaulaylibrary.org/asset/251965961","https://ebird.org/view/checklist/S71883953","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251965951,Photo,"Alectoris chukar",Chukar,,"Vic Zerbi",7/27/2020,2020,7,27,1100,"United States",US-CO-045,Colorado,Garfield,"Mitchell Road",39.3815,-108.9523,,,,Unspecified,,,,,,,,S71883953,,,,,"Photos coming. This is a area with cliffs where Chukar is regular.",,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/NDQyMTM4",2899,2841,"https://macaulaylibrary.org/asset/251965951","https://ebird.org/view/checklist/S71883953","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251875471,Photo,"Alectoris chukar",Chukar,,"Juan Ramírez",11/27/2014,2014,11,27,700,Israel,IL-D,HaDarom,,"Nizzana WTP drinking pools ביוב כמהין",30.8923,34.4367,,,,Unspecified,,,,,,,,S71871839,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/Nzg2NTQz",2608,3216,"https://macaulaylibrary.org/asset/251875471","https://ebird.org/view/checklist/S71871839","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251801961,Photo,"Alectoris chukar",Chukar,,"John Facchini",7/22/2020,2020,7,22,1630,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S71860233,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MzIyMDI3",3456,5184,"https://macaulaylibrary.org/asset/251801961","https://ebird.org/view/checklist/S71860233","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251801931,Photo,"Alectoris chukar",Chukar,,"John Facchini",7/22/2020,2020,7,22,1630,"United States",US-CA-027,California,Inyo,"Tollhouse Spring",37.2434,-118.1936,,,,Unspecified,,,,,,,,S71860233,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,"https://ebird.org/profile/MzIyMDI3",1992,2026,"https://macaulaylibrary.org/asset/251801931","https://ebird.org/view/checklist/S71860233","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251583421,Photo,"Alectoris chukar",Chukar,,"Sean Cozart",7/24/2020,2020,7,24,821,"United States",US-WA-003,Washington,Asotin,"Grande Ronde Road (Asotin Co)",46.0289,-117.3148,,Adult,,Unspecified,,,,,,,,S71780949,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,3.3333333333333335,3,committed,,"https://ebird.org/profile/NTMzNTY5",1644,2466,"https://macaulaylibrary.org/asset/251583421","https://ebird.org/view/checklist/S71780949","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251491491,Photo,"Alectoris chukar",Chukar,,"ufuk yörükoğlu",7/25/2020,2020,7,25,1100,Turkey,TR-13,Bitlis,,"Nemrut Crater",38.6222,42.2442,,,,Unspecified,,,,,,,,S71812822,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/NjkzMzQ2",800,1200,"https://macaulaylibrary.org/asset/251491491","https://ebird.org/view/checklist/S71812822","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251491481,Photo,"Alectoris chukar",Chukar,,"ufuk yörükoğlu",7/25/2020,2020,7,25,1100,Turkey,TR-13,Bitlis,,"Nemrut Crater",38.6222,42.2442,,,,Unspecified,,,,,,,,S71812822,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/NjkzMzQ2",800,1200,"https://macaulaylibrary.org/asset/251491481","https://ebird.org/view/checklist/S71812822","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251491471,Photo,"Alectoris chukar",Chukar,,"ufuk yörükoğlu",7/25/2020,2020,7,25,1100,Turkey,TR-13,Bitlis,,"Nemrut Crater",38.6222,42.2442,,,,Unspecified,,,,,,,,S71812822,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,5.0,1,committed,,"https://ebird.org/profile/NjkzMzQ2",800,1200,"https://macaulaylibrary.org/asset/251491471","https://ebird.org/view/checklist/S71812822","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251444001,Photo,"Alectoris chukar",Chukar,,"Christoph Moning",6/17/2020,2020,6,17,719,Greece,GR-I,Attiki,,"Kentrikos Tomeas Athinon, GR (37,951, 23,811)",37.9508,23.8113,,"Adult Male",,Unspecified,,,,,,,,S70529448,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.75,4,committed,,"https://ebird.org/profile/MzMxNzI0",3185,5087,"https://macaulaylibrary.org/asset/251444001","https://ebird.org/view/checklist/S70529448","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251443911,Photo,"Alectoris chukar",Chukar,,"Christoph Moning",6/17/2020,2020,6,17,719,Greece,GR-I,Attiki,,"Kentrikos Tomeas Athinon, GR (37,951, 23,811)",37.9508,23.8113,,"Adult Male",,Unspecified,,,,,,,,S70529448,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,4.666666666666667,3,committed,,"https://ebird.org/profile/MzMxNzI0",3163,5055,"https://macaulaylibrary.org/asset/251443911","https://ebird.org/view/checklist/S70529448","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
251203011,Photo,"Alectoris chukar",Chukar,,"Pablo Pascual",8/13/2018,2018,8,13,1200,"United States",US-HI-009,Hawaii,Maui,"HI: Haleakala NP -- Kalahaku Overlook",20.7364,-156.2355,,,,Unspecified,,,,,,,,S71768841,,,,,,,,,"Alectoris chukar",chukar,Species,1214.0,,,0.0,0,committed,,,3456,5184,"https://macaulaylibrary.org/asset/251203011","https://ebird.org/view/checklist/S71768841","https://ebird.org/species/chukar",false,"https://cdn.download.ams.birds.cornell.edu/api/v1/asset/",chukar
